,text,topic
1161,Joann Sfar is a true master. This is a magical piece of work - so alive and full of color and character! I'd give it ten stars if i could!!,book
1162,"This book is absolutely delightful! It is a shear pleasure to read. It both makes you smile and think. It is both light and deep. It is a fitting testimony to the fact that a graphic novel is not just a comic book on steroids. So when you read it, do not forget to study the pictures closely.",book
1163,"Beautiful book! Joann Sfar wonderfully illustrates some classic questions about human identity, Jewish identity, the human condition, and the Jewish human condition. The humor is constantly refreshing, enhancing the depth of some philosophical episodes and keeping the tone simultaneously light and serious. I expect to read and reference this book often.",book
1164,this graphic novel does a great job of making common social issues in Africa easily understandable through the perspective of a cat. this graphic novel is complete with amazing illustrations from Sfar.,book
1165,"The Rabbi's Cat is a wonderful book. I heard the author speak on NPR and got the book. The book is in the form of a comic strip, each box lovingly illustrated by the author. The pictures are wonderful, particularly of the cat. They are a joy to behold.Even better are the stories, anecdotes taken from the lives of the Jews in North Africa in the thirties. The stories are both very sad and hysterically funny. The cat has a sardonic turn of phrase that had me in stitches. Through the difficult medium of comics, the author has managed to capture the atmosphere of the time and place. Much of the book is given to musings about life, philosophy, love, God and so on. If you like a good discussion, you'll enjoy this book.Although the books can be enjoyed by non-Jews, I think if you don't know the basics of Judaism, you'll be missing the most vital part of the book. Of course, the book is so appropriate for the cat lover. The author clearly understands cats perfectly.",book
1166,"This book is great fun to read. The cat is a wonderful character, particularly when he is arguing theology and Talmud. I suspect if cats really could talk and argue theology, they'd act much like the one drawn in this book. In fact the book was inspired by the author's real cat (who doesn't speak, at least that I know of :-)) but apparently does understand how to keep his humans.This book can be enjoyed on several levels - as a fable about a cat and his humans, as a series of theological and philosophical debates, or just as a fun story about a talking cat and his adventures with his master.An important story element about midway through that the cat never figures out, but my wife did - it is an exchange, not a loss. This will make more sense after you've finished the book.One does not have to be Jewish or a scholar to appreciate the story and humor, but we gave a copy to our Rabbi as a gift and he loved it too. A couple more gift copies are planned too. Is that a positive endorsement or what?Parents of small children be warned - you might want to edit out the use of one bad word and some discussions of sexual topics.",book
1167,"What can I say? The cat is one of the most charming, insightful, and funny characters to appear since Philip Roth's more audacious characters. This book is both laugh-out-loud funny, sad, sardonic, and ultimately life-affirming. It is an extremely offbeat book - trying to describe it is almost impossible. You really have to see it to ""get"" it. Unfortunately, no preview pages appear on the site, because that would greatly help to convey the character of the book.To give you an idea: in the first section, the cat eats a parrot and gains the power of speech. He explores all of the things one can do with that: taunt, lie, blaspheme, and bait. The rabbi wants to teach him Torah, but he wants to learn Kabalah. The issue is brought to ""the rabbi's rabbi,"" where the cat informs him that:""I want to convert to Judaism. He asks me why.I tell him that if I am a good Jew, the rabbi will let me spend time with his daughter.I explain to him that the rabbi's daughter is my mistress.That I can't live without her, because she is my joy, and love is a beautiful thing.He tells me that my motives for converting to Judaism are unsatisfactory, that my love of God isn't sincere.I never said anything about love of God....He says that thinking of God fills even the grayest days with sunlight. He says that the love of God should be almost carnal. He tells me that it is an intellectual love but you should always feel as though you were cradled in the arms of a master who is invincible, benevolent, and just.I tell him that this is exactly what I feel for my mistress. ...I answer that he blasphemes, that my mistress is true.He says that only God is true.I say that God is a reassuring myth. I say that he doesn't have anyone to take care of him because he is old and his parents are dead.I say that I have my mistress and I will never be alone because I will die before she does. He throws my master and me out.""Couple dialog like this with the wonderful drawings, the cat's flashing green naughty eyes, the gentle rabbi and his beloved daughter, and you have an amazingly odd, touching, and engaging book.Be advised: this is not a children's book (although if you are liberal with your older children and don't mind them dealing with some adult themes, I'm sure a lot would love it). The themes are theology, faith, death, existential fear, love, religion versus secularity, jealousy, and even class differences in France. Don't be put off though; it's an easy, fun, and quick read. Sfar is immensely talented, and the sparse prose has been carefully thought out and apparently translates well. Don't miss this one!",book
1168,"This book works on many different levels. I feel that the main theme of this work is summed up in one panel, when the rabbi says, ""Blessed are thou, who allows us to transgress.""There is an underlying theme of bitterness in this book; the rabbi is widowed; the cat wants to become a bar-mitzvah, Paris has changed the rabbi's family, and the wonderful singer can only find work as a clown.The main story is that of a cat narrating the events in the lives of his owners, a rabbi and his daughter. When the cat eats a parrot, he gains the power of speech, only to lose it when he wants to break one of the ten commandments.There is a lot of religious details the author has provided, but for some reason he left out one rabbinic tradition, that of a wife cutting her hair when she marries.Another theme is the role ignorance of Kabbalah and Talmud play in religious circles.In summary, this book is a wonderful tale, but not meant for kids, due to some of the translated language.",book
1169,"I stumbled upon this book while browsing in the world of graphic novels, where I rarely venture. They usually give me headaches, but this one revealed a quirky style and a refreshing lack of onomatopoeia in starbursts. It's so much easier to tell a good story when you're not constantly being interrupted by POW!! and ZOK!!! and the like.As a cat owner, I confess that it was the title that grabbed my attention, but I'm guessing that the plurality of cat lovers will not like the way the cat is drawn: Sfar's style sometimes reminds me a bit of Ralph Steadman's, and the cat's proportions change according to his mood and the context of the scene. Sfar focuses on intriguing details--a character might be drawn very sketchily in one scene, but some small object in the background will be meticulously rendered. In the next scene, the same character will fill the frame and be drawn with equal attention. This style works out perfectly for as mutable a creature as a cat.Format and style aside, the story is what really made me buy this book. The prose works just as it should with the illustrations, an aspect that I think some graphic novelists overwork, or ignore. As a fan of Issac Bashevis Singer, I was sucked in when the rabbi's initial response to his talking cat was ""Will he be a Jew?"" And, more importantly, ""Will he be a good Jew?"" (Not being Jewish, by the way, has not been an obstacle to enjoying the work of either author.)The book is divided into three separate stories, and while the first was my favorite, I also enjoyed following the cat and his rabbi as their family circle expanded to include an exotic friend with a lion (who gets along amiably with the cat) and a down-on-his-luck singer who has been reduced to belting out bawdy numbers on Sabbat.Like the very popular ""Persepolis"", this book has shown that graphic novels can be both funny and deep, and that they deserve to share shelves with the best non-graphic novels of our time.",book
1170,"I passed over The Rabbi's Cat repeatedly in the graphic novel section of my bookstore... the cover was a bit of a turn-off and the size is a bit cumbersome. I finally flipped through it at my library and checked it out. I'm beating myself up now for not reading this sooner! What makes this graphic novel really great is the way that Sfar is able to weave very subtle everyday elements of life into his stories. The characters' emotions, particularly the rabbi and the cat have such great range and believeablity... many Western comics artists should take note.Indeed, its a welcome break from the white-boy 'slice of life' comics that are so trendy in comics now. The Rabbi even has a debate with his cat over Western-vs.Eastern thought (albiet regarding religion and philosophy). Its a much needed return to rich storytelling in comics.",book
1171,"""The Rabbi's Cat"" is a sometimes humorous, sometimes profound graphic novel about an unworldly rabbi, his daughter Zlabya and her cat in early 20th century Algeria, as told by the cat. The cat gains the ability to speak by swallowing the family parrot, an act that he, of course, immediately denies. The conversations between the cat, the rabbi, and the ""rabbi's rabbi"" are some of the funniest parts of the book, but along with such questions as whether the cat should be considered Jewish or whether his age (for bar mitzvah purposes) should be calculated in human or ""cat"" years, is some serious and wide-ranging philosophical and theological discussion. What is a Jew? What does it mean to be created ""in God's image""? What is the difference between the cat's feeling for his mistress and the love of God? As a Reconstructionist I like the idea put forward by another reviewer of this being ""the first Reconstructionist cat."" And what other branch of Judaism would a cat choose?Eventually the cat pronounces the sacred name of God and loses his ability to speak, and from this point the book concentrates more on the relationships between human beings, although still from the cat's perspective. He experiences the pangs of jealousy when a young rabbi from an assimilated French family comes to their town and falls in love with his young mistress . He and his master then travel with the young couple to Paris to meet the groom's family, and must adjust to a very different kind of Jewish life before they return home to Algeria. On their journey they encounter several delightful minor characters, from the rabbi's cousin Malkah of the Lions (and his pet lion) to a cabaret singer in Paris.The Rabbi's Cat can be read on several different levels - as an entertaining ""talking animal"" story, an affectionate portrait of Sephardic Jewish culture, or a complicated story of human (and animal-human) relationships. Caution to parents: This book contains brief nudity and some mature language and themes.",book
1172,"Safr's beautifully illustrated tale of a traditional rabbi who loses his faith in the face of colonial assimilation and a secular cat who tells the tale is on the level of Will Eisner's Contract With God and Art Speigelman's Maus. American readers will certainly connect to the tale as an Algerian parallel to the intellectual journey of Mordecai Kaplan, the American Jewish thinker whose Judaism as a Civilization was penned at the same time of the setting of this fictional fable. Safr raises the ultimate post-Enlightenment question: What is the role of religion in the absence of a supernatual God who acts in history? He is the first writer, I believe, to have a street-smart house cat answer this question. Rabbi Daniel S. Brenner, Director, Center for Multifaith Education, Auburn Theological Seminary, NYC.",book
1173,"The review with all the details about the depth and levels of the story hits the mark so I won't repeat it. However, I will emphasize what was not commented on. The Author is a very talented artist. He takes risks on many pages and it works, resulting in a feast of creative colorful dynamic drawings to accompany the text. The story wanes a bit in the final pages but the trip is artistically very satisfying. I hope there is a book to follow. I really enjoyed the characters and how they delt with their world and their beliefs.",book
1174,"Bad pun, I know, but perfectly apt for this wonderful book. ""The Rabbi's Cat"" is a graphic novel set in Algeria in the mid 1930s. A poor rabbi lives with his lovely daughter Zlabya and their precocious gray cat. In over 850 marvelously-varied panels, author Joann Sfar tells the story of the trio as they deal with the cosmic questions of life, love, God's existence and fickle human nature. The story shuttles between sun-baked traditional North Africa and rain-drenched, cosmopolitan Paris. Sfar's palette ranges from the reds, oranges and yellows of the rabbi's home country to the muted blues, greens and whites of the Moroccan night and of the Parisian day.The book's characters are wonderful and complex. The old rabbi is kind, God-fearing and gentle, but fears being replaced by a more urban man who speaks French. His beautiful, young daughter, content to remain in her father's house, playing the piano and reading, also longs for love. The cat -- a cunning and shameless atheistic and opportunist -- gains speech, insists on being Bar Mitzvah and demands to learn the Kabala. He contends pointedly, if ignorantly, with the learned over theological questions -- all the while angling for a night on the prowl. There's also old and sinewy Malka of the Lions, striding manfully from the desert, toting an ancient rifle and accompanied by his faithful leonine companion. The book follows the characters through normal life events -- shopping, praying for the dead, washing dishes -- but touches on themes of death, hypocrisy, apostasy and man's relationship with a rather enigmatic and silent God. Using this humble cast, and in a medium not fully taken seriously by all, Sfar plumbs depths not normally plumbed by many serious works. Sfar's art is deceptively spare, but is always evocative and never dull. His message is one of optimism, delivered with humor and humanity.If this book were a film, I would rate it PG-13 for a small amount of nudity and vulgarity, and for the adult themes it explores.",book
1175,I read the book cover to cover because I could not put it down. Some parts are definitely not for children but for adults who will see how layered the story and characters truly are.,book
1176,"This was a book club selection and, at first, I thought it was simply a comic book. Wrong. This is a charming, thought provoking little book that can be read at many different levels. No wonder my rabbi was the one who suggested that we read this. If you understand the basics of Judiasm, you'll get more out of this book. But even if you are not, you will be charmed by this fanciful tale.",book
1177,"""The Rabbi's Cat,"" by French artist and filmmaker Joann Sfar, is a whimsical, charming fable featuring a rabbi, his lovely daughter, and a host of other characters headed by a talking cat. Both protagonist and narrator, the cat often acts as a Greek chorus who comments, often sardonically, on the actions of the humans around him. Set in pre-World War II Algeria, with a lengthy detour to Paris, the beautifully illustrated narrative depicts a richly diverse world in which individuals seek to preserve their traditions while constantly interacting with people of other cultural, social and religious backgrounds. In this multilayered environment, the presence of an intelligent talking cat does not seem entirely out of place.",book
1178,"The artwork here was fantastic and original. At the back of the book there is a photograph of the author and his cat and you can clearly see where he gets his inspiration.Please be aware, though, that this book is not for children.",book
1179,"Many others have reviewed this material, better than I could. Suffice it to say, Sfar's work is consistently enjoyable, often provocative, and always entertaining. It may not be everybody's fruit (there is nudity, profanity, challenging topics... like life itself), but this is certainly among the best in graphic story-telling. Read and enjoy!",book
1180,"I've long been a fan of the graphic novel, and I picked this one up mainly on the strength of its Algerian setting. Parents should take note: despite its somewhat children's bookish cover and title, this book is definitely intended for an older audience (there are some four-letter words and nudity), and the somewhat rambling narrative may well not hold the attention of teens.The story starts in colonial Algiers sometime in the 1930s, where we meet a humble widowed Algerian rabbi, his beautiful daughter, and their scrawny cat. The first third of the book concerns itself mainly with the rabbi and the cat, who, after eating a parrot, gains the ability to speak. Before long, the cat wants to learn about Judaism and convert, and starts asking all kinds of thorny theological questions. This leads to a pretty funny debate with the rabbi's mentor -- all of does a nice job of capturing the disputative nature of Judaism. (Those with a background in Judaism may well get a lot more richness and texture from this storyline than non-Jews like me.)This promising storyline is abandoned when the cat loses its power of speech, and the middle section segues into a somewhat meandering account of the rabbi's need to pass a French test in order to remain rabbi and a visit by the rabbi's dashing rural cousin. While this does a reasonable job of depicting the indignities of colonialism, there's not much else to this section. The arrival of a thoroughly urbane young rabbi from Paris propels the final third, as the beautiful daughter falls in love with, and marries him. The married couple and Algerian rabbi then visit the husband's family in Paris (with the cat tagging along). There, the rabbi has trouble coping with the cultural differences, and goes on a little adventure to track down a musician nephew, leading to even further indignities.I can't say I found the book nearly as delightful as most others seem to. Despite the running theme of faith, the narrative is altogether too disjointed to my taste, and despite bursts of jollity, the entire tone seemed rather wistful. The artwork is similarly impressionistic, with forms ranging from realistic to exaggerated to surreal. The palate is quite nice, as the natural earth tones of Algeria contrast vividly with the oppressive dreary grays and blacks of Paris. At times the panels get a little crowded by text though, and the entire book is a bit 'wordier"" than your average graphic novel",book
1181,"This is a nasty, mean-spirited book that exhibits contempt for the Torah and Torah values. When I picked up this book at the local library, I assumed that I would just love it and want to buy a copy for my college-age daughter (who is also a cat-owning Rabbi's daughter). But this isn't just some loveable cat regaling us with home-spun, and potentially Torah-based wisdom. No, this cat uses bad language, is obsessed with masturbation and, on occasion, likes to grab the nearest lady cat and ""show"" her (and us, unfortunately) a thing or two. (Anyone for cat pornography?) Oh, and the lovable rabbi ends up desecrating Shabbos (the Sabbath) and eating trefe (non-kosher) food in a crisis of faith brought on by finding out that his daughter's new husband is not strictly observant and his family is not at all observant. Warning: this book is not suitable for children!",book
1182,Our book club tried the Rabbi's Cat to see what all the press concerning new grafic novels. I found it interesting but still prefer when reading a novel to have my own ideas of the people and surroundings. Guess that why after reading a novel I am not impressed with going to a movie with hollywood interruptations.,book
1183,"This is the tale of a kindly Rabbi, his sweet daughter and the cat who loves her. The tale seems promising at first, until it delves into bitterness over God and those who love Him and follow His laws. The cat represents the glorification of sin itself, and delights whenever the book's characters fall into ungodly habits, judging them forever as hypocrites (taking no account into repentance and future avoidance of said sin). As is the case with most humanist literature the story down spirals from that point until it ends with the Rabbi losing faith in God. At this point the cat is truly happy with the Rabbi, thus giving the tale a 'happy ending'. In short, 'The Rabbi's Cat' is a tale structured to appeal to secular humanists, atheists and pagans who want to feel better about their self-serving, do as you feel, lifestyles.One more note: This book, despite the beautiful artwork and appealing cover, is definitely not appropriate for children.",book
1184,"As someone who is interested in different cultures, I thought the book would be an interesting window into other people's thoughts. Instead, I open it to find a swearing cat (he uses the F word) denigrating religion and showing religious people as hypocrites, in a lame stereotypical way. Might be interesting to others, but its not interesting to me. Not only is it not suitable to children, but there are a lot of adults who would not want to be bothered with this kind of disrespect and vulgarity either. I wish I had been warned before I tried to read this book.",book
1185,"The physics department at my school gets the mad ramblings of this man, and I usually end up with them (seeing as how no one else will read them). In a word, I sum these writings as &quot;nonsense.&quot; Most of his ideas, aside from being mostly incoherant and physically absurd, also defy the time-tested and true concepts that the average high-school physics student could debunk. Furthermore, mixed in with these insane babblings, are religious and political ramblings, which he tries to pass off as the only possible truth.My recommendation, unless you want a good laugh or evidence of the under-education of many Americans, pass on this book. Any other use of your money would be a better one.",book
1186,"John Malatich: the man, the philosophy, the legend. Perhaps only two of the three will suffice to describe this author his magnum opus: ""The Theory of Everything is..."". Unintentionally bizaare, Mr. Malatich expresses his philosophy in swarms of capital letters and misplaced parentheses that invite the reader to vainly delve deeper into the text to find the hidden meanings that are simply not there. Unlike the Codex Sepentarius or the Voynich Manuscript, this work does not use its own script; however, like those two, the inscrutbility of text and alien drawings lend an otherworldly note to the text.Though I'm giving this book a 3/5, do not think that I'm endorsing Mr. Malatich's ideas, as I find them puerile and easily refutable by even the untrained eye. However, taken as a sort of 'art' , this book stands as a brazen testament to the American kook: those who willingly and unabashedly ignore reality in preference to living within its confines.",book
1187,"Mistakes can never be undone, but rectification is possible. Years after their marriage died, Ross and Tessa are drawn back together when one of their sons is diagnosed with a fatal illness. Returning to what has not been his home in a long time, Ross is met with a mix of hostility, need, and love. Before much time passes, he realizes that his son is not the only one in need of healing. With a society that has been torn apart by issues just like this, the potential audience for it is vast. Mistakes are not glossed over, but proven not to be fatal. This will give hope to thousands.",book
1188,Adermatt grabbed my attention from the very beginning and kept it to the end. She tells an extremely poignant and relevant story such that I felt I was watching every minute of it in real life. I hope this is the beginning of a series!,book
1189,"Childress once again gives us a survey of lost cities, this time in Africa and Arabia. He really doesn't do a lot of original research or exploration, merely interjects the findings of others. But its better than having to read all of those other books. Almost 20 years old now, maybe Childress will someday update this series. The section on Solomon is the same as I've read in at least 2 other of his books. This series is probably a guilty pleasure to scholars who aren't allowed - or would be shunned - if they explored some of these topics. Of course, maybe more scholars would pay attention to some of these interesting sites if Childress would lay off the ""levitation"" and ""E.T."" musings. I don't know what to make of his travel stories. All true? Embellished? I'd like to think that there are still people out there adventuring and maybe these books will inspire others. He did found a World Explorers Club to these ends. But for all of his travels, he sure doesn't have a lot of firsthand photos in his books.",book
1190,"A synopsis of the first chapter: around 12,000 BCE, three very powerful civilizations existed in and around the Mediterranean. Atlantis was a mini-continent in the Atlantic Ocean west of the Straight of Gibraltar. The Osirian Empire was located in the basin of what is now the Mediterranean Sea and the Rama Empire existed throughout Persia and into India. The civilizations of both Atlantis and Rama possessed flying airships, very similar to those commonly reported as modern-day UFOs. In addition, the Rama Empire had some type of laser-based weapon. They used anti-gravity technology to levitate giant cut stones weighing three million pounds into position at a site in modern-day Lebanon as a landing pad for their airships.According to Jared Diamond, a preeminent cultural anthropologist, the development of agriculture did not occur until around 11,000 BCE and was localized in the Fertile Crescent until 7,500 BCE. Since one can trace food surpluses as a requirement for the settlement of cities and subsequent development of technology in cultures all over the world, it seems unlikely, at best, that the Rama Empire possessed airships, laser weapons and anti-gravity technology before humans domesticated the pea (in 8,500 BCE). It just seems a little difficult to believe that in between hunting and gathering, people had time to construct flying ships, weaponize lasers and employ anti-gravity technology. This is especially remarkable given that it took humans 14,000 years to redevelop the technology for flight and we still haven't been able to weaponize lasers or develop anti-gravity technology.The book may appeal to people looking for an interesting read, but it should not be taken as a scholarly work. In fact, the author's attempts to cite scholarly sources and research to justify his claims are laughable. Also, there are numerous typographical errors (mostly omitted prepositions and possessives as well as punctuation errors).",book
1191,"David Hatcher Childress' Lost Cities series has proven to be consistently interesting, and Lost Cities and Ancient Mysteries of Africa and Arabia is no exception. Taking the everyman approach to travel writing, Childress' accounts of his travels through Arabia and Egypt are very interesting and insightful, full of both interesting travel advice relevant to the regions he travelled through and accounts of personal experiences that make his stories very interesting to read. He thoroughly covers all of the major and most of the minor historical sites to be found throughout Africa and Arabia, often at great personal risk. It took guts to make the journeys he has made, many of which were in areas very dangerous for Americans, and a talent for writing to make them interesting. I thoroughly recommend this and all of the other Lost Cities series of books to all would-be travelers with an open mind and an interest in the unusual.",book
1192,"I picked up this book not realizing that I had already read excerpts from it in another of Childress' books. I was headed for Jordan and was interested in reading up on Petra when I found this book. As I read more, it began to get really interesting. His broad coverage of various theories of ancient civilizations is fascinating, if sometimes hard to believe. But, that being said, there are so many unexplained civilizations out there that, however fanciful the explanations may be, who knows, some may even be correct!! It's an entertaining read, and really causes you to reconsider some very basic historical facts that may turn out to be in error. How DID those guys at the Temple of Ba'al move 2 million pound stones?!? Makes you wonder!!",book
1193,"David Hatcher Childress makes no secret of the fact that he supports the diffusionist, as opposed to the isolationist view of prehistory (i.e. he believes there was more contact between various ancient civilisations than is generally supposed by academics). Whether one swallows DHC's views on Atlantis or the 'Osirian Empire' is really beside the point, as this book's value lies primarily in its entertaining and evocative travelogue, not in any pretensions to accuracy. Even if DHC's theories are completely bogus, his books still make entertaining reading.The reviewers who dismiss DHC's books as worthless because he isn't a scientist and engages in speculation (sample sentence: ""1932 was a good year for mysterious ancient roads in Kenya"") are themselves remarkably clown-like in their earnest simplicity. The book provides an argument against them in the form of a great quote from Robert Louis Stevenson: ""for God's sake give me a young man who has brains enough to make a fool of himself!""Previous African travelogues I read include Shiva Naipaul's 'North of South' and Paul Theroux's 'Dark Star Safari', both of them sardonic, near-misanthropic works. While DHC doesn't have a literary style to match those accomplished authors, his wide-eyed optimism and childlike sense of adventure at least make an interesting contrast to the jaded cynicism of Naipaul and Theroux.As one would expect from someone who has hitchhiked through the Middle East and Africa, DHC is full of entertaining travel tales and encounters with amusing characters, like the Palestinian truck driver he gets a lift with in Jordan who makes an unexpected stop at a tent in the desert, which turns out to be a brothel, then emerges minutes later zipping his pants up, saying ""no good, no good...""In Israel he is taken to hospital with gangrene, and just as he is about to be treated, finds the place is suddenly deserted. The doctors have all gone home for the sabbath, and he has to wait another two days for treatment...One part of the book that intrigued me dealt with the mysterious Tuaregs of the Ahaggar mountains in southern Algeria. Their chief town is called Tamanrasset (i.e. Taman-Ra-Set)...a survival of ancient Egyptian paganism in a remote pocket of the Islamic world? The Arabs are said to be afraid of these mountains, and many eerie and surrealistic tales are told of them.DHC's book will appeal to those who like hitchhiking travel stories, or those who like esoteric speculation (or both). I doubt it will appeal to puritanical empiricists, but there are plenty of other books they can read instead.",book
1194,"There is no other book on Africa, or Arabia, like this one! Like in his other books, Childress rambles from place to place looking for mysteries, lost cities, and adventure. If you are looking for some dry fossil hunter story, this isn't it. It's the only book that I know of that covers such unusual topics as port cities in the middle of the Arabian Desert, the history of the Ark of the Covenant, the giant megaliths of the Kalahari Desert and other little-discussed topics. Lots of old maps, photos and illustrations. It is a fun book to browse through as well.",book
1195,"Ok, let's get one thing out of the way. David Childress is not an archeologist. Some people seem to get hung up on this, so let's make that real clear. I always see his books in the &quot;Travel Narrative&quot; section of the bookstore, and that's exactly what they are... great travel narratives.The books has two modes. Mr. Childress' travel stories, and his telling of &quot;wacky&quot; theories of the places he visits. Within the first 25 pages, you have stories of ancient nuclear weapons, flying machines, and continent spanning civilizations that no one has heard of! And he explains that this is the &quot;easiest&quot; way of rationalizing the things he has seen! (Such as, giant blocks of stone that are too big to move, &quot;even by modern engineering&quot;).On the whole, this is a great read if you want some insight into the crazy ideas that exist out there. Childress seems to have a mainline into most of them. His travel writing is pretty good too.One note: the editing is terrible. Spelling and typos all over the place. The typography &amp; layout of the book do leave something to be desired.",book
1196,I think this book is great. I love DHC's writing style and humor. His perspective is refreshing and clever -- a book of discovery as travel is -- new discoveries around every corner!,book
1197,"Let's face it: this isn't a very good book. Then again, &quot;Godzilla vs. Monster Zero&quot; wasn't a very &quot;good&quot; (if we must assign labels) movie. Childress, a &quot;maverick archaeologist&quot; who seems to spend most of his time floundering around grimly impoverished Third World locales and getting nowhere with evasive women at bars, provides an insanely amusing travelogue of his journeys through the jungles and exotic landscapes of Africa and Arabia, commenting along the way on the unknown Atlantean, Lemurian, and other civilizations that flourished once upon a time and were responsible for the Pyramids, THE MAHABHARATA, and presumably Jimmy Hoffa's and D.B. Cooper's whereabouts. The most insane thing about this book is that a lot of it might be true. So far as I know, we still know very little about the Neolithic era, and the concept of &quot;lost&quot; civilizations would imaginably appeal to many readers depressed at the state of the world (including myself). However, I must agree with the other negative reviewer that Childress offers no convincing evidence to support his theories (and not very much UNconvincing evidence, either). The only sources he uses are hopelessly mossbound Victorian &quot;explorers&quot; (who knows how many African bearers' lives they may have used up to supply this book with fodder for speculation?) who had their own &quot;issues&quot; to deal with. Don't even get me started on the possible cultural-studies implications of this book. That being said, it WAS a lot of fun, and he does occasionally come up with some exciting memories and fantastical theories that NEARLY make up for my having read this book.",book
1198,"this, another book in the Lost Cities Series, arrived quickly and in excellent condition. i've had fun reading them one by one.",book
1199,This should be on the desk or in the back pocket of every abap programmer on earth. Like a thesaurus for an English major. I save time almost every day with this book. Kudos to sap press for publishing a brand new edition -- we needed it!,book
1200,"I recommend this book because is good to have it on your desk as a quick reference, for those wo are starting into ABAP, can consider to purchase the reference book too, in order to have a vast source to lern from.",book
1201,"For all you TV thriller fans, The Science of Cold Case Files is an in depth exploration into the world of modern forensic science, the kind highly-acclaimed CBS TV drama `CSI: Crime Scene Investigation' is based upon. Yes, it's that interesting. It's also heavier.Like the series, there's the thrill of discovery to The Cold Case. The only other book to have given me a such a rush to date, was Dan Brown's Da Vinci Code, both having in common, thriller elements and insights into a specialized world we could - who knows - accidentally careen into by force of circumstance, tomorrow. Just knowing this will engage your imagination.Except that the Cold Case delivers this with more gravity, being an expose on the dark side of man, and it's also heavy with science stuff. So, it cannot quite be described as unputdownable but the wonder of it all is Ramsland is a lucid and concise writer, so if you're a diehard CSI fan, like me, it'll be a book you'll want to finish, when you can.",book
1202,This book was fascinating. I could not put it down. I hope that there will be a sequel.,book
1203,"A Compendium of Herbal Magic is uniquely designed to bring the reader or the researcher wonderfully complete information on a vast variety of herbs. The Paul Beyerl's writing is clear, concise, and interesting. Section one on the classifications for the herbs is helpful, as is section three on the usage. The complementary sections on lore and usage for individual herbs in section two are especially fascinating to the researcher as well as to someone simply looking to know what herb to use for which ritual.",book
1204,"a great big heafty book on all the herbs u might want to use, and will... its great its got the lore of the herbs, deity associations, uses and planetary influence.. yay book!",book
1205,One of the most informative and concise books ever on herbal magick. Not the same old song and dance!,book
1206,"Whilst a little hard to follow the index's, at first glance, it soon becomes obvious that it is split into sections and contributes to making this an excellent source book. In combination with other titles this is a reference book par excellence' ;)",book
1207,This book was just what I was looking for! HIGHLY informative information on each herb along with lore and magickal uses. It also explains deity correspondences and points out what sabbat you might use each herb for. I recommend this to anyone interested in magickal or medicinal uses of herbs.The product came early and the book was in excellent condition!,book
1208,The book was good. Kept my interest. In no way am I finished reading it. It isn't a book to read from front to back. The information on each herb is detailed. Great reference material. It was a good addition.,book
1209,"I picked up this version of the herbal Magick books because I wanted to see what mr Beyerl had t offer to this vast and sometimes conflicting magickal practice.After reading through the book and using the index to find what I am nedding I must say where is ""The Master Book Of Herbalism?"" I want it..Mr Beyerl has done tons and tons of research on this material (check out the Bibliography) and it shows. His entries are precise with magical associations, common names, and other names.. It also includes suggestions for use.Not only that but, it takes the time to explaint he various ways to use herbs.This is a wonderfull addition to any occult library..",book
1210,"There are missing pieces of material in the index; ie some of the herbal categories it lists such as ritual or magical herbs (yes there is a distinction) are left out and some herb descriptions are only a sentence or two long. While others are given several paragraphs. Honestly had I looked through this book at the book store i would have cast it under the book shelf rather than have it taking up very valuable book space in my library, the only use I expect to get out of it is the bibliography; which is sadly the case with many neopagan books. most tend to be fanciful rewrites of the originals from the 20s-late 40s when it was not considered as much herrassy to print such valuable things; and so now we all must deal with what i call; Shakespearean raven wolf syndrome where every ""tomb"" is effectivly the same and good for nothing but a door stop or kindling for my fire.not to mention the author refers to himself as a reference. not exactly what i would call good to find in a magic book.",book
1211,If your studying herbs or medicinal plants this book should NOT be on your list of books to own. IT IS WORTHLESS! It is a Pagan Religion Book. Plain and simple! In my opinion it is for the study of WITCHCRAFT and the like.,book
1212,"This is without mistake, among the better herbal magic books. However, I originally bought it thinking it was on herbal alchemy rather than use for spells. It has a few too many psychological cures and not very many practical ones. You have to infer about how magical cures might turn out as medical ones. And since I mentioned alchemy, most of these are turned into incense, rather than into potions or elixirs.Otherwise, it is a very good book, especially if you're a witch in need of how to use herbs for ceremony. Ceremony is this book's specialty. It does tell many herbs used for funerals, protection, or sexual prowess.",book
1213,"Having read and owned most of the herbal books now on the market, I can tell you from years of experience that Paul's books are well researched, well thought out, and simple to understand. Paul takes you into realms of knowledge and understanding that you do not find elsewhere. It is clear that he has been researching and working with the plants for many years. His sweetness of heart and soul come shining through in his work, and there is more information here than anyone could hope to use, not only remedially, but also magickally. This book, and all of Pauls books are a big thumbs up! Please keep it coming Paul...we await your next work with great anticipation!",book
